,starts_today,reference,start,stop,template
99,1,10,1,1,en milieu de nuit passée
100,1,10,1,4,cette nuit passée
101,1,10,1,7,cette nuit jusqu'en début de matinée
102,1,10,1,10,cette nuit jusqu'à ce matin
103,1,10,1,13,de cette nuit au milieu de journée
104,1,10,1,16,de cette nuit à cet après-midi
105,1,10,1,19,de cette nuit au début de soirée
106,1,10,1,22,de cette nuit à ce soir
107,1,10,1,25,de cette nuit au début de nuit suivante
108,1,10,4,4,cette nuit
109,1,10,4,7,cette nuit jusqu'en début de matinée
110,1,10,4,10,cette nuit jusqu'à ce matin
111,1,10,4,13,de cette nuit jusqu'en début d'après-midi
112,1,10,4,16,de cette nuit à cet après-midi
113,1,10,4,19,de cette nuit au début de soirée
114,1,10,4,22,de cette nuit à ce soir
115,1,10,4,25,de cette nuit au début de nuit suivante
116,1,10,4,28,de cette nuit au milieu de nuit suivante
117,1,10,7,7,ce {weekday} début de matinée
118,1,10,7,10,ce {weekday} matin
119,1,10,7,13,ce {weekday} matin et mi-journée
120,1,10,7,16,ce {weekday}
121,1,10,7,19,ce {weekday} jusqu'en soirée
122,1,10,7,22,ce {weekday} jusqu’en milieu de nuit suivante
123,1,10,7,25,ce {weekday} jusqu'en cours de nuit suivante
124,1,10,7,28,ce {weekday} et nuit suivante
125,1,10,7,31,ce {weekday} jusqu'à {weekday_p1} début de matinée
126,1,10,10,10,ce {weekday} fin de matinée
127,1,10,10,13,ce {weekday} mi-journée
128,1,10,10,16,ce {weekday} fin de matinée et après-midi
129,1,10,10,19,ce {weekday} de la fin de matinée à la soirée
130,1,10,10,22,ce {weekday} de la fin de matinée jusqu'en milieu de nuit suivante
131,1,10,10,25,ce {weekday} de la fin de matinée jusqu'en cours de nuit suivante
132,1,10,10,28,de ce {weekday} fin de matinée à la nuit suivante
133,1,10,10,31,de ce {weekday} fin de matinée à {weekday_p1} début de matinée
134,1,10,10,34,de ce {weekday} fin de matinée à {weekday_p1} matin
135,1,10,13,13,ce {weekday} en milieu de journée
136,1,10,13,16,ce {weekday} après-midi
137,1,10,13,19,ce {weekday} après-midi et soirée
138,1,10,13,22,ce {weekday} après-midi jusqu'en milieu de nuit suivante
139,1,10,13,25,de ce {weekday} après-midi jusqu'en cours de nuit suivante
140,1,10,13,28,ce {weekday} après-midi et jusqu'en fin de nuit suivante
141,1,10,13,31,de ce {weekday} après-midi à {weekday_p1} début de matinée
142,1,10,13,34,de ce {weekday} après-midi à {weekday_p1} matin
143,1,10,13,37,de ce {weekday} après-midi à {weekday_p1} mi-journée
144,1,10,16,16,ce {weekday} après-midi
145,1,10,16,19,ce {weekday} après-midi et soirée
146,1,10,16,22,de ce {weekday} après-midi jusqu’en milieu de nuit suivante
147,1,10,16,25,de ce {weekday} après-midi jusqu'en cours de nuit suivante
148,1,10,16,28,de ce {weekday} après-midi jusqu'en fin de nuit suivante
149,1,10,16,31,de ce {weekday} après-midi à {weekday_p1} début de matinée
150,1,10,16,34,de ce {weekday} après-midi à {weekday_p1} matin
151,1,10,16,37,de ce {weekday} après-midi à {weekday_p1} mi-journée
152,1,10,16,40,de ce {weekday} après-midi à {weekday_p1} après-midi
153,1,10,19,19,ce {weekday} soir
154,1,10,19,22,ce {weekday} soir jusqu'en milieu de nuit
155,1,10,19,25,ce {weekday} soir et en cours de nuit
156,1,10,19,28,ce {weekday} soir jusqu'en fin de nuit
157,1,10,19,31,de ce {weekday} soir à {weekday_p1} début de matinée
158,1,10,19,34,de ce {weekday} soir au {weekday_p1} matin
159,1,10,19,37,de ce {weekday} soir à {weekday_p1} mi-journée
160,1,10,19,40,de ce {weekday} soir à {weekday_p1} après-midi
161,1,10,19,43,de ce {weekday} soir à {weekday_p1} soir
162,1,10,22,22,en première partie de nuit de {weekday} à {weekday_p1}
163,1,10,22,25,en cours de nuit de {weekday} à {weekday_p1}
164,1,10,22,28,la nuit de {weekday} à {weekday_p1}
165,1,10,22,31,la nuit de {weekday} à {weekday_p1} et {weekday_p1} début de matinée
166,1,10,22,34,la nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
167,1,10,22,37,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} début d'après-midi
168,1,10,22,40,la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} après-midi
169,1,10,22,43,la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
170,1,10,22,46,la nuit de {weekday} à {weekday_p1} jusqu'en milieu de nuit suivante
171,1,10,25,25,en milieu de nuit de {weekday_m1} à {weekday}
172,1,10,25,28,en deuxième partie de nuit de {weekday_m1} à {weekday}
173,1,10,25,31,du milieu de nuit de {weekday_m1} à {weekday} à {weekday} début de matinée
174,1,10,25,34,du milieu de nuit de {weekday_m1} à {weekday} à {weekday} matin
175,1,10,25,37,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} début d'après-midi
176,1,10,25,40,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
177,1,10,25,43,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
178,1,10,25,46,du milieu de nuit de {weekday_m1} à {weekday} jusqu’en milieu de nuit suivante
179,1,10,25,49,du milieu de nuit de {weekday_m1} à {weekday} jusqu’en milieu de nuit suivante
180,1,10,28,28,en fin de nuit de {weekday_m1} à {weekday}
181,1,10,28,31,en fin de nuit de {weekday_m1} à {weekday} et {weekday} début de matinée
182,1,10,28,34,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
183,1,10,28,37,en fin de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} mi-journée
184,1,10,28,40,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
185,1,10,28,43,de la fin de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} soir
186,1,10,28,46,de la fin de nuit de {weekday_m1} à {weekday} jusqu’en début de nuit suivante
187,1,10,28,49,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
188,1,10,28,52,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en fin de nuit suivante
189,1,10,31,31,{weekday} début de matinée
190,1,10,31,34,{weekday} matin
191,1,10,31,37,{weekday} matin et mi-journée
192,1,10,31,40,{weekday}
193,1,10,31,43,{weekday} jusqu'en soirée
194,1,10,31,46,{weekday} et début de nuit suivante
195,1,10,31,49,{weekday} jusqu'en cours de nuit suivante
196,1,10,31,52,{weekday} et nuit suivante
197,1,10,31,55,de {weekday} jusqu'à {weekday_p1} début de matinée
198,1,15,1,1,en milieu de nuit précédente
199,1,15,1,4,la nuit dernière
200,1,15,1,7,la nuit dernière jusqu'en début de matinée
201,1,15,1,10,la nuit dernière jusqu'à ce matin
202,1,15,1,13,de la nuit précédente à la mi-journée
203,1,15,1,16,de la nuit dernière à cet après-midi
204,1,15,1,19,de la nuit dernière à ce début de soirée
205,1,15,1,22,de la nuit dernière à ce soir
206,1,15,1,25,de la nuit dernière au début de nuit suivante
207,1,15,4,4,la nuit dernière
208,1,15,4,7,la nuit dernière jusqu'en début de matinée
209,1,15,4,10,la nuit dernière jusqu'à ce matin
210,1,15,4,13,de la nuit dernière à la mi-journée
211,1,15,4,16,de la nuit dernière à cet après-midi
212,1,15,4,19,de la nuit dernière au début de soirée
213,1,15,4,22,de la nuit dernière à ce soir
214,1,15,4,25,de la nuit dernière au début de nuit suivante
215,1,15,4,28,de la nuit dernière au milieu de nuit suivante
216,1,15,7,7,aujourd'hui en début de matinée
217,1,15,7,10,ce matin
218,1,15,7,13,en première partie de journée aujourd'hui
219,1,15,7,16,en cours de journée aujourd'hui
220,1,15,7,19,en journée aujourd'hui
221,1,15,7,22,aujourd'hui jusqu'en soirée
222,1,15,7,25,aujourd'hui jusqu'en première partie de nuit prochaine
223,1,15,7,28,aujourd'hui jusqu'en deuxième partie de nuit prochaine
224,1,15,7,31,aujourd'hui jusqu'en fin de nuit prochaine
225,1,15,10,10,en milieu de matinée aujourd'hui
226,1,15,10,13,en fin de matinée aujourd'hui
227,1,15,10,16,en cours de journée aujourd'hui
228,1,15,10,19,de cette fin de matinée au début de soirée
229,1,15,10,22,de cette fin de matinée au début de nuit prochaine
230,1,15,10,25,de cette fin de matinée à la première partie de nuit prochaine
231,1,15,10,28,de cette fin de matinée au milieu de nuit prochaine
232,1,15,10,31,de cette fin de matinée au petit matin demain
233,1,15,10,34,de cette fin de matinée à demain matin
234,1,15,13,13,ce {weekday} en milieu de journée
235,1,15,13,16,ce {weekday} après-midi
236,1,15,13,19,ce {weekday} après-midi et soirée
237,1,15,13,22,de ce {weekday} après-midi jusqu'en début de nuit suivante
238,1,15,13,25,de ce {weekday} après-midi jusqu'en cours de nuit suivante
239,1,15,13,28,de ce {weekday} après-midi jusqu'en fin de nuit suivante
240,1,15,13,31,de ce {weekday} après-midi à {weekday_p1} début de matinée
241,1,15,13,34,de ce {weekday} après-midi à {weekday_p1} matin
242,1,15,13,37,de ce {weekday} après-midi à {weekday_p1} mi-journée
243,1,15,16,16,ce {weekday} après-midi
244,1,15,16,19,ce {weekday} après-midi et soirée
245,1,15,16,22,de ce {weekday} après-midi jusqu’en milieu de nuit suivante
246,1,15,16,25,de ce {weekday} après-midi jusqu'en cours de nuit suivante
247,1,15,16,28,de ce {weekday} après-midi jusqu'en fin de nuit suivante
248,1,15,16,31,de ce {weekday} après-midi à {weekday_p1} début de matinée
249,1,15,16,34,de ce {weekday} après-midi à {weekday_p1} matin
250,1,15,16,37,de ce {weekday} après-midi à {weekday_p1} mi-journée
251,1,15,16,40,de ce {weekday} après-midi à {weekday_p1} après-midi
252,1,15,19,19,ce {weekday} soir
253,1,15,19,22,ce {weekday} soir jusqu'en milieu de nuit
254,1,15,19,25,ce {weekday} soir et en cours de nuit
255,1,15,19,28,ce {weekday} soir jusqu'en fin de nuit
256,1,15,19,31,de ce {weekday} soir à {weekday_p1} début de matinée
257,1,15,19,34,de ce {weekday} soir au {weekday_p1} matin
258,1,15,19,37,de ce {weekday} soir à {weekday_p1} mi-journée
259,1,15,19,40,de ce {weekday} soir à {weekday_p1} après-midi
260,1,15,19,43,de ce {weekday} soir à {weekday_p1} soir
261,1,15,22,22,en première partie de nuit de {weekday} à {weekday_p1}
262,1,15,22,25,en cours de nuit de {weekday} à {weekday_p1}
263,1,15,22,28,la nuit de {weekday} à {weekday_p1}
264,1,15,22,31,la nuit de {weekday} à {weekday_p1} et {weekday_p1} début de matinée
265,1,15,22,34,la nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
266,1,15,22,37,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} début d'après-midi
267,1,15,22,40,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} après-midi
268,1,15,22,43,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
269,1,15,22,46,de la nuit de {weekday} à {weekday_p1} jusqu'en milieu de nuit suivante
270,1,15,25,25,en milieu de nuit de {weekday_m1} à {weekday}
271,1,15,25,28,en deuxième partie de nuit de {weekday_m1} à {weekday}
272,1,15,25,31,du milieu de nuit de {weekday_m1} à {weekday} à {weekday} début de matinée
273,1,15,25,34,du milieu de nuit de {weekday_m1} à {weekday} à {weekday} matin
274,1,15,25,37,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} début d'après-midi
275,1,15,25,40,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
276,1,15,25,43,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
277,1,15,25,46,du milieu de nuit de {weekday_m1} à {weekday} jusqu’en milieu de nuit suivante
278,1,15,25,49,du milieu de nuit de {weekday_m1} à {weekday} jusqu’en cours de nuit suivante
279,1,15,28,28,en fin de nuit de {weekday_m1} à {weekday}
280,1,15,28,31,en fin de nuit de {weekday_m1} à {weekday} et {weekday} début de matinée
281,1,15,28,34,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
282,1,15,28,37,en fin de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} mi-journée
283,1,15,28,40,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
284,1,15,28,43,de la fin de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} soir
285,1,15,28,46,de la fin de nuit de {weekday_m1} à {weekday} jusqu’en début de nuit suivante
286,1,15,28,49,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
287,1,15,28,52,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en fin de nuit suivante
288,1,15,31,31,{weekday} début de matinée
289,1,15,31,34,{weekday} matin
290,1,15,31,37,{weekday} matin et mi-journée
291,1,15,31,40,{weekday}
292,1,15,31,43,{weekday} jusqu'en soirée
293,1,15,31,46,{weekday} et première partie de nuit suivante
294,1,15,31,49,{weekday} jusqu'en cours de nuit suivante
295,1,15,31,52,{weekday} et jusqu'en fin de nuit suivante
296,1,15,31,55,de {weekday} jusqu'à {weekday_p1} début de matinée
297,1,22,1,1,en milieu de nuit précédente
298,1,22,1,4,la nuit dernière
299,1,22,1,7,la nuit dernière jusqu'en début de matinée
300,1,22,1,10,la nuit dernière jusqu'à ce matin
301,1,22,1,13,de la nuit précédente à la mi-journée
302,1,22,1,16,de la nuit dernière à cet après-midi
303,1,22,1,19,de la nuit dernière au début de soirée
304,1,22,1,22,de la nuit dernière à ce soir
305,1,22,1,25,de la nuit dernière au début de nuit suivante
306,1,22,4,4,la nuit dernière
307,1,22,4,7,la nuit dernière jusqu'en début de matinée
308,1,22,4,10,la nuit dernière jusqu'à ce matin
309,1,22,4,13,de la nuit dernière à la mi-journée
310,1,22,4,16,de la nuit dernière à cet après-midi
311,1,22,4,19,de la nuit dernière au début de soirée
312,1,22,4,22,de la nuit dernière à ce soir
313,1,22,4,25,de la nuit dernière à ce début de nuit
314,1,22,4,28,de la nuit dernière à cette nuit
315,1,22,7,7,aujourd'hui en début de matinée
316,1,22,7,10,ce matin
317,1,22,7,13,en première partie de journée aujourd'hui
318,1,22,7,16,en cours de journée aujourd'hui
319,1,22,7,19,en journée aujourd'hui
320,1,22,7,22,aujourd'hui jusqu'en soirée
321,1,22,7,25,aujourd'hui jusqu'en première partie de nuit
322,1,22,7,28,aujourd'hui jusqu'au milieu de nuit
323,1,22,7,31,aujourd'hui jusqu'au petit matin demain
324,1,22,10,10,en milieu de matinée aujourd'hui
325,1,22,10,13,en fin de matinée aujourd'hui
326,1,22,10,16,en cours de journée aujourd'hui
327,1,22,10,19,de la fin de matinée aujourd'hui au début de soirée
328,1,22,10,22,de la fin de matinée aujourd'hui à ce soir
329,1,22,10,25,de la fin de matinée aujourd'hui à ce début de nuit
330,1,22,10,28,de la fin de matinée aujourd'hui à cette nuit
331,1,22,10,31,de la fin de matinée aujourd'hui au petit matin demain
332,1,22,10,34,de la fin de matinée aujourd'hui à demain matin
333,1,22,13,13,aujourd'hui en milieu de journée
334,1,22,13,16,cet après-midi
335,1,22,13,19,cet après-midi
336,1,22,13,22,cet après-midi jusqu'en début de soirée
337,1,22,13,25,du milieu de journée aujourd'hui à ce début de nuit
338,1,22,13,28,du milieu de journée aujourd'hui à cette nuit
339,1,22,13,31,du milieu de journée aujourd'hui au petit matin demain
340,1,22,13,34,du milieu de journée aujourd'hui à demain matin
341,1,22,13,37,du milieu de journée aujourd'hui à demain midi
342,1,22,16,16,aujourd'hui en milieu d'après-midi
343,1,22,16,19,cet après-midi
344,1,22,16,22,cet après-midi jusqu'en début de soirée
345,1,22,16,25,cet après-midi jusqu'au début de la nuit
346,1,22,16,28,de cet après-midi à cette nuit
347,1,22,16,31,de cet après-midi au petit matin demain
348,1,22,16,34,de cet après-midi à demain matin
349,1,22,16,37,de cet après-midi à demain à la mi-journée
350,1,22,16,40,de cet après-midi à demain après-midi
351,1,22,19,19,ce {weekday} soir
352,1,22,19,22,ce {weekday} soir jusqu'en milieu de nuit
353,1,22,19,25,ce {weekday} soir et en cours de nuit
354,1,22,19,28,ce {weekday} soir jusqu'en fin de nuit
355,1,22,19,31,de ce {weekday} soir à {weekday_p1} début de matinée
356,1,22,19,34,de ce {weekday} soir au {weekday_p1} matin
357,1,22,19,37,de ce {weekday} soir à {weekday_p1} mi-journée
358,1,22,19,40,de ce {weekday} soir à {weekday_p1} après-midi
359,1,22,19,43,de ce {weekday} soir à {weekday_p1} soir
360,1,22,22,22,cette première partie de nuit de {weekday} à {weekday_p1}
361,1,22,22,25,cette nuit de {weekday} à {weekday_p1}
362,1,22,22,28,cette nuit de {weekday} à {weekday_p1}
363,1,22,22,31,cette nuit de {weekday} à {weekday_p1} et {weekday_p1} début de matinée
364,1,22,22,34,cette nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
365,1,22,22,37,de cette nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} début d'après-midi
366,1,22,22,40,de cette nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} après-midi
367,1,22,22,43,de cette nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
368,1,22,22,46,de cette nuit de {weekday} à {weekday_p1} jusqu'en milieu de nuit suivante
369,0,12,1,1,en milieu de nuit de {weekday_m1} à {weekday}
370,0,12,1,4,en cours de nuit de {weekday_m1} à {weekday}
371,0,12,1,7,la nuit de {weekday_m1} à {weekday}
372,0,12,1,10,la nuit de {weekday_m1} à {weekday} et {weekday} matin
373,0,12,1,13,la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
374,0,12,1,16,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
375,0,12,1,19,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
376,0,12,1,22,de la nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
377,0,12,1,25,de la nuit de {weekday_m1} à {weekday} jusqu'en cours de nuit suivante
378,0,12,4,4,en fin de nuit de {weekday_m1} à {weekday}
379,0,12,4,7,{weekday} en tout début de journée
380,0,12,4,10,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
381,0,12,4,13,de la fin de nuit de {weekday_m1} à {weekday} à {weekday} début d'après-midi
382,0,12,4,16,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
383,0,12,4,19,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
384,0,12,4,22,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
385,0,12,4,25,de la fin de nuit de {weekday_m1} à {weekday} jusqu’en cours de nuit suivante
386,0,12,4,28,de la fin de nuit de {weekday_m1} à {weekday} jusqu’à la nuit suivante
387,0,12,7,7,{weekday} début de matinée
388,0,12,7,10,{weekday} matin
389,0,12,7,13,{weekday} matin et mi-journée
390,0,12,7,16,{weekday}
391,0,12,7,19,{weekday} jusqu'en soirée
392,0,12,7,22,{weekday} jusqu’en milieu de nuit suivante
393,0,12,7,25,{weekday} jusqu'en cours de nuit suivante
394,0,12,7,28,{weekday} et nuit suivante
395,0,12,7,31,{weekday} et jusqu'en fin de nuit suivante
396,0,12,10,10,{weekday} fin de matinée
397,0,12,10,13,{weekday} mi-journée
398,0,12,10,16,{weekday} fin de matinée et après-midi
399,0,12,10,19,{weekday} de la fin de matinée à la soirée
400,0,12,10,22,{weekday} de la fin de matinée jusqu'en milieu de nuit suivante
401,0,12,10,25,{weekday} de la fin de matinée jusqu'en cours de nuit suivante
402,0,12,10,28,de {weekday} fin de matinée à la nuit suivante
403,0,12,10,31,de {weekday} fin de matinée à {weekday_p1} début de matinée
404,0,12,10,34,de ce {weekday} fin de matinée à {weekday_p1} matin
405,0,12,13,13,{weekday} en milieu de journée
406,0,12,13,16,{weekday} après-midi
407,0,12,13,19,{weekday} après-midi et soirée
408,0,12,13,22,de {weekday} après-midi jusqu'en milieu de nuit suivante
409,0,12,13,25,de {weekday} après-midi jusqu'en cours de nuit suivante
410,0,12,13,28,{weekday} après-midi et nuit suivante
411,0,12,13,31,de {weekday} après-midi à {weekday_p1} début de matinée
412,0,12,13,34,de {weekday} après-midi à {weekday_p1} matin
413,0,12,13,37,de {weekday} après-midi à {weekday_p1} mi-journée
414,0,12,16,16,{weekday} après-midi
415,0,12,16,19,{weekday} après-midi et soirée
416,0,12,16,22,de {weekday} après-midi jusqu’en milieu de nuit suivante
417,0,12,16,25,de {weekday} après-midi jusqu'en cours de nuit suivante
418,0,12,16,28,{weekday} après-midi jusqu’en fin de nuit suivante
419,0,12,16,31,de {weekday} après-midi à {weekday_p1} début de matinée
420,0,12,16,34,de {weekday} après-midi à {weekday_p1} matin
421,0,12,16,37,de {weekday} après-midi à {weekday_p1} mi-journée
422,0,12,16,40,de {weekday} après-midi à {weekday_p1} après-midi
423,0,12,19,19,{weekday} soir
424,0,12,19,22,{weekday} soir jusqu'en milieu de nuit
425,0,12,19,25,{weekday} soir et en cours de nuit
