,starts_today,reference,start,stop,template
101,1,10,1,7,esta noche hasta la madrugada
102,1,10,1,10,esta noche hasta esta mañana
103,1,10,1,13,desde esta noche hasta el medio día
104,1,10,1,16,desde esta noche hasta esta tarde
105,1,10,1,19,desde esta noche hasta la tarde
106,1,10,1,22,desde esta noche hasta esta noche
107,1,10,1,25,desde esta noche hasta el comienzo de la siguiente noche
108,1,10,4,4,esta noche
109,1,10,4,7,esta noche hasta la madrugada
110,1,10,4,10,esta noche hasta esta mañana
111,1,10,4,13,desde esta noche hasta primera hora de la tarde
112,1,10,4,16,desde esta noche hasta esta tarde
113,1,10,4,19,desde esta noche hasta la tarde
114,1,10,4,22,desde esta noche hasta esta noche
115,1,10,4,25,desde esta noche hasta el comienzo de la siguiente noche
116,1,10,4,28,desde esta noche hasta la mitad de la noche siguiente
117,1,10,7,7,este {weekday} temprano en la mañana
118,1,10,7,10,esta mañana {weekday}
119,1,10,7,13,este {weekday} mañana y mediodía
120,1,10,7,16,este {weekday}
121,1,10,7,19,este {weekday} hasta la noche
122,1,10,7,22,este {weekday} hasta media noche siguiente
123,1,10,7,25,este {weekday} hasta la noche siguiente
124,1,10,7,28,este {weekday} y la noche siguiente
125,1,10,7,31,este {weekday} hasta el {weekday_p1} temprano en la mañana
126,1,10,10,10,este {weekday} a última hora de la mañana
127,1,10,10,13,este {weekday} mediodía
128,1,10,10,16,este {weekday} a última hora de la mañana y de la tarde
129,1,10,10,19,este {weekday} desde última hora de la mañana hasta la noche
130,1,10,10,22,este {weekday} desde última hora de la mañana hasta media noche siguiente
131,1,10,10,25,este {weekday} desde última hora de la mañana hasta la noche siguiente
132,1,10,10,28,desde este {weekday} a última hora de la mañana hasta la noche siguiente
133,1,10,10,31,desde esta {weekday} tarde por la mañana hasta {weekday_p1} temprano en la mañana
134,1,10,10,34,desde esta tarde de {weekday} por la mañana hasta {weekday_p1} por la mañana
135,1,10,13,13,este {weekday} a mitad del día
136,1,10,13,16,esta tarde {weekday}
137,1,10,13,19,este {weekday} tarde y noche
138,1,10,13,22,esta tarde {weekday} hasta media noche siguiente
139,1,10,13,25,desde esta tarde {weekday} hasta la noche siguiente
140,1,10,13,28,esta tarde {weekday} y hasta el final de la noche siguiente
141,1,10,13,31,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
142,1,10,13,34,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
143,1,10,13,37,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
144,1,10,16,16,esta tarde {weekday}
145,1,10,16,19,este {weekday} tarde y noche
146,1,10,16,22,desde esta tarde {weekday} hasta mediados de la noche siguiente
147,1,10,16,25,desde esta tarde {weekday} hasta la noche siguiente
148,1,10,16,28,desde esta tarde {weekday} hasta el final de la noche siguiente
149,1,10,16,31,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
150,1,10,16,34,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
151,1,10,16,37,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
152,1,10,16,40,desde esta tarde de {weekday} hasta la tarde de {weekday_p1}
153,1,10,19,19,esta noche {weekday}
154,1,10,19,22,esta tarde {weekday} hasta media noche
155,1,10,19,25,esta tarde {weekday} y durante la noche
156,1,10,19,28,esta tarde {weekday} hasta bien entrada la noche
157,1,10,19,31,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
158,1,10,19,34,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
159,1,10,19,37,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
160,1,10,19,40,desde esta tarde de {weekday} hasta la tarde de {weekday_p1}
161,1,10,19,43,desde esta noche de {weekday} hasta la noche de {weekday_p1}
162,1,10,22,22,primera parte de la noche de {weekday} a {weekday_p1}
163,1,10,22,25,durante la noche del {weekday} al {weekday_p1}
164,1,10,22,28,la noche del {weekday} al {weekday_p1}
165,1,10,22,31,la noche del {weekday_p1} al {weekday_p1} y la madrugada del {weekday_p1}
166,1,10,22,34,la noche del {weekday} al {weekday_p1} y la mañana del {weekday_p1}
167,1,10,22,37,desde la noche del {weekday_p1} hasta el {weekday_p1} primera hora de la tarde
168,1,10,22,40,la noche del {weekday_p1} al {weekday_p1} hasta la tarde del {weekday_p1}
169,1,10,22,43,la noche del {weekday_p1} hasta la noche del {weekday_p1}
170,1,10,22,46,la noche del {weekday} al {weekday_p1} hasta la mitad de la noche siguiente
171,1,10,25,25,en mitad de la noche desde {weekday_m1} hasta {weekday}
172,1,10,25,28,en la segunda parte de la noche del {weekday_m1} al {weekday}
173,1,10,25,31,media noche desde el {weekday_m1} hasta el {weekday} hasta el {weekday} temprano en la mañana
174,1,10,25,34,desde media noche desde el {weekday_m1} hasta el {weekday} hasta el {weekday} mañana
175,1,10,25,37,desde media noche desde {weekday_m1} hasta {weekday} hasta {weekday} primera hora de la tarde
176,1,10,25,40,desde media noche desde el {weekday_m1} hasta el {weekday} hasta el {weekday} por la tarde
177,1,10,25,43,desde media noche desde el {weekday_m1} hasta el {weekday} hasta la {weekday} noche
178,1,10,25,46,desde media noche desde {weekday_m1} hasta {weekday} hasta media noche siguiente
179,1,10,25,49,desde media noche desde {weekday_m1} hasta {weekday} hasta media noche siguiente
180,1,10,28,28,tarde en la noche desde {weekday_m1} hasta {weekday}
181,1,10,28,31,tarde en la noche desde {weekday_m1} hasta {weekday} y {weekday} temprano en la mañana
182,1,10,28,34,tarde en la noche desde {weekday_m1} hasta {weekday} y {weekday} por la mañana
183,1,10,28,37,tarde en la noche desde {weekday_m1} hasta {weekday} hasta {weekday} mediodía
184,1,10,28,40,desde la noche del {weekday_m1} hasta el {weekday} hasta la tarde del {weekday}
185,1,10,28,43,desde la noche del {weekday_m1} hasta el {weekday} hasta la noche del {weekday}
186,1,10,28,46,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta el comienzo de la noche siguiente
187,1,10,28,49,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta la mitad de la noche siguiente
188,1,10,28,52,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta el final de la noche siguiente
189,1,10,31,31,{weekday} temprano en la mañana
190,1,10,31,34,{weekday} mañana
191,1,10,31,37,{weekday} mañana y mediodía
192,1,10,31,40,{weekday}
193,1,10,31,43,{weekday} hasta la noche
194,1,10,31,46,{weekday} y comienzo de la noche siguiente
195,1,10,31,49,{weekday} hasta la clase de la noche siguiente
196,1,10,31,52,{weekday} y la noche siguiente
197,1,10,31,55,desde {weekday} hasta {weekday_p1} temprano en la mañana
198,1,15,1,1,en medio de la noche anterior
199,1,15,1,4,la noche pasada
200,1,15,1,7,anoche hasta la madrugada
201,1,15,1,10,anoche hasta esta mañana
202,1,15,1,13,desde la noche anterior hasta el mediodía
203,1,15,1,16,desde anoche hasta esta tarde
204,1,15,1,19,desde anoche hasta esta tarde
205,1,15,1,22,desde anoche hasta esta noche
206,1,15,1,25,desde anoche hasta el comienzo de la noche siguiente
207,1,15,4,4,la noche pasada
208,1,15,4,7,anoche hasta la madrugada
209,1,15,4,10,anoche hasta esta mañana
210,1,15,4,13,desde anoche hasta el mediodía
211,1,15,4,16,desde anoche hasta esta tarde
212,1,15,4,19,desde anoche hasta la tarde
213,1,15,4,22,desde anoche hasta esta noche
214,1,15,4,25,desde anoche hasta el comienzo de la noche siguiente
215,1,15,4,28,desde anoche hasta la mitad de la noche siguiente
216,1,15,7,7,hoy temprano en la mañana
217,1,15,7,10,esta mañana
218,1,15,7,13,primera parte del día de hoy
219,1,15,7,16,durante el día de hoy
220,1,15,7,19,durante el día de hoy
221,1,15,7,22,hoy hasta la tarde
222,1,15,7,25,hoy hasta la primera parte de la noche que viene
223,1,15,7,28,hoy hasta la segunda mitad de la noche siguiente
224,1,15,7,31,hoy hasta la noche siguiente
225,1,15,10,10,media mañana hoy
226,1,15,10,13,tarde en la mañana de hoy
227,1,15,10,16,durante el día de hoy
228,1,15,10,19,desde última hora de la mañana hasta primera hora de la tarde
229,1,15,10,22,desde esta tarde en la mañana hasta temprano en la noche siguiente
230,1,15,10,25,desde esta última mañana hasta la primera parte de la noche siguiente
231,1,15,10,28,desde esta tarde en la mañana hasta la mitad de la noche siguiente
232,1,15,10,31,desde esta última mañana hasta la madrugada de mañana
233,1,15,10,34,desde esta última mañana hasta mañana por la mañana
234,1,15,13,13,este {weekday} a mitad del día
235,1,15,13,16,esta tarde {weekday}
236,1,15,13,19,este {weekday} tarde y noche
237,1,15,13,22,desde esta tarde {weekday} hasta el comienzo de la noche siguiente
238,1,15,13,25,desde esta tarde {weekday} hasta la noche siguiente
239,1,15,13,28,desde esta tarde {weekday} hasta el final de la noche siguiente
240,1,15,13,31,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
241,1,15,13,34,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
242,1,15,13,37,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
243,1,15,16,16,esta tarde {weekday}
244,1,15,16,19,este {weekday} tarde y noche
245,1,15,16,22,desde esta tarde {weekday} hasta mediados de la noche siguiente
246,1,15,16,25,desde esta tarde {weekday} hasta la noche siguiente
247,1,15,16,28,desde esta tarde {weekday} hasta el final de la noche siguiente
248,1,15,16,31,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
249,1,15,16,34,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
250,1,15,16,37,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
251,1,15,16,40,desde esta tarde de {weekday} hasta la tarde de {weekday_p1}
252,1,15,19,19,esta noche {weekday}
253,1,15,19,22,esta tarde {weekday} hasta media noche
254,1,15,19,25,esta tarde {weekday} y durante la noche
255,1,15,19,28,esta tarde {weekday} hasta bien entrada la noche
256,1,15,19,31,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
257,1,15,19,34,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
258,1,15,19,37,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
259,1,15,19,40,desde esta tarde de {weekday} hasta la tarde de {weekday_p1}
260,1,15,19,43,desde esta noche de {weekday} hasta la noche de {weekday_p1}
261,1,15,22,22,primera parte de la noche de {weekday} a {weekday_p1}
262,1,15,22,25,durante la noche del {weekday} al {weekday_p1}
263,1,15,22,28,la noche del {weekday} al {weekday_p1}
264,1,15,22,31,la noche del {weekday_p1} al {weekday_p1} y la madrugada del {weekday_p1}
265,1,15,22,34,la noche del {weekday} al {weekday_p1} y la mañana del {weekday_p1}
266,1,15,22,37,desde la noche del {weekday_p1} hasta el {weekday_p1} primera hora de la tarde
267,1,15,22,40,desde la noche del {weekday_p1} hasta la tarde del {weekday_p1}
268,1,15,22,43,desde la noche del {weekday_p1} hasta la noche del {weekday_p1}
269,1,15,22,46,desde la noche del {weekday} al {weekday_p1} hasta la mitad de la noche siguiente
270,1,15,25,25,en mitad de la noche desde {weekday_m1} hasta {weekday}
271,1,15,25,28,en la segunda parte de la noche del {weekday_m1} al {weekday}
272,1,15,25,31,media noche desde el {weekday_m1} hasta el {weekday} hasta el {weekday} temprano en la mañana
273,1,15,25,34,desde media noche desde el {weekday_m1} hasta el {weekday} hasta el {weekday} mañana
274,1,15,25,37,desde media noche desde {weekday_m1} hasta {weekday} hasta {weekday} primera hora de la tarde
275,1,15,25,40,desde media noche desde el {weekday_m1} hasta el {weekday} hasta el {weekday} por la tarde
276,1,15,25,43,desde media noche desde el {weekday_m1} hasta el {weekday} hasta la {weekday} noche
277,1,15,25,46,desde media noche desde {weekday_m1} hasta {weekday} hasta media noche siguiente
278,1,15,25,49,desde media noche desde {weekday_m1} hasta {weekday} hasta media noche siguiente
279,1,15,28,28,tarde en la noche desde {weekday_m1} hasta {weekday}
280,1,15,28,31,tarde en la noche desde {weekday_m1} hasta {weekday} y {weekday} temprano en la mañana
281,1,15,28,34,tarde en la noche desde {weekday_m1} hasta {weekday} y {weekday} por la mañana
282,1,15,28,37,tarde en la noche desde {weekday_m1} hasta {weekday} hasta {weekday} mediodía
283,1,15,28,40,desde la noche del {weekday_m1} hasta el {weekday} hasta la tarde del {weekday}
284,1,15,28,43,desde la noche del {weekday_m1} hasta el {weekday} hasta la noche del {weekday}
285,1,15,28,46,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta el comienzo de la noche siguiente
286,1,15,28,49,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta la mitad de la noche siguiente
287,1,15,28,52,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta el final de la noche siguiente
288,1,15,31,31,{weekday} temprano en la mañana
289,1,15,31,34,{weekday} mañana
290,1,15,31,37,{weekday} mañana y mediodía
291,1,15,31,40,{weekday}
292,1,15,31,43,{weekday} hasta la noche
293,1,15,31,46,{weekday} y primera parte de la noche siguiente
294,1,15,31,49,{weekday} hasta la clase de la noche siguiente
295,1,15,31,52,{weekday} y hasta el final de la noche siguiente
296,1,15,31,55,desde {weekday} hasta {weekday_p1} temprano en la mañana
297,1,22,1,1,en medio de la noche anterior
298,1,22,1,4,la noche pasada
299,1,22,1,7,anoche hasta la madrugada
300,1,22,1,10,anoche hasta esta mañana
301,1,22,1,13,desde la noche anterior hasta el mediodía
302,1,22,1,16,desde anoche hasta esta tarde
303,1,22,1,19,desde anoche hasta la tarde
304,1,22,1,22,desde anoche hasta esta noche
305,1,22,1,25,desde anoche hasta el comienzo de la noche siguiente
306,1,22,4,4,la noche pasada
307,1,22,4,7,anoche hasta la madrugada
308,1,22,4,10,anoche hasta esta mañana
309,1,22,4,13,desde anoche hasta el mediodía
310,1,22,4,16,desde anoche hasta esta tarde
311,1,22,4,19,desde anoche hasta la tarde
312,1,22,4,22,desde anoche hasta esta noche
313,1,22,4,25,Desde anoche hasta esta madrugada
314,1,22,4,28,desde anoche hasta esta noche
315,1,22,7,7,hoy temprano en la mañana
316,1,22,7,10,esta mañana
317,1,22,7,13,primera parte del día de hoy
318,1,22,7,16,durante el día de hoy
319,1,22,7,19,durante el día de hoy
320,1,22,7,22,hoy hasta la tarde
321,1,22,7,25,hoy hasta la primera parte de la noche
322,1,22,7,28,hoy hasta media noche
323,1,22,7,31,hoy hasta mañana temprano
324,1,22,10,10,media mañana hoy
325,1,22,10,13,tarde en la mañana de hoy
326,1,22,10,16,durante el día de hoy
327,1,22,10,19,desde las últimas horas de la mañana de hoy hasta las primeras horas de la tarde
328,1,22,10,22,desde hoy por la mañana hasta esta noche
329,1,22,10,25,Desde las últimas horas de la mañana de hoy hasta las primeras horas de la noche.
330,1,22,10,28,desde hoy por la mañana hasta esta noche
331,1,22,10,31,Desde las últimas horas de la mañana de hoy hasta las primeras horas de la mañana de mañana.
332,1,22,10,34,desde hoy por la mañana hasta mañana por la mañana
333,1,22,13,13,hoy mediodía
334,1,22,13,16,esta tarde
335,1,22,13,19,esta tarde
336,1,22,13,22,esta tarde hasta la tarde
337,1,22,13,25,desde el medio día de hoy hasta el comienzo de la noche
338,1,22,13,28,desde el mediodía de hoy hasta esta noche
339,1,22,13,31,desde el mediodía de hoy hasta la madrugada de mañana
340,1,22,13,34,desde el mediodía de hoy hasta mañana por la mañana
341,1,22,13,37,desde el mediodía de hoy hasta el mediodía de mañana
342,1,22,16,16,hoy a media tarde
343,1,22,16,19,esta tarde
344,1,22,16,22,esta tarde hasta la tarde
345,1,22,16,25,esta tarde hasta la noche
346,1,22,16,28,desde esta tarde hasta esta noche
347,1,22,16,31,desde esta tarde hasta la madrugada de mañana
348,1,22,16,34,desde esta tarde hasta mañana por la mañana
349,1,22,16,37,desde esta tarde hasta mañana al mediodía
350,1,22,16,40,desde esta tarde hasta mañana por la tarde
351,1,22,19,19,esta tarde {weekday}
352,1,22,19,22,este {weekday} tarde y noche
353,1,22,19,25,desde esta tarde {weekday} hasta mediados de la noche siguiente
354,1,22,19,28,desde esta tarde {weekday} hasta la noche siguiente
355,1,22,19,31,desde esta tarde {weekday} hasta el final de la noche siguiente
356,1,22,19,34,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
357,1,22,19,37,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
358,1,22,19,40,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
359,1,22,19,43,desde esta tarde de {weekday} hasta la tarde de {weekday_p1}
360,1,22,22,22,esta noche {weekday}
361,1,22,22,25,esta tarde {weekday} hasta media noche
362,1,22,22,28,esta tarde {weekday} y durante la noche
363,1,22,22,31,esta tarde {weekday} hasta bien entrada la noche
364,1,22,22,34,desde esta tarde de {weekday_p1} hasta la madrugada de {weekday_p1}
365,1,22,22,37,desde esta tarde de {weekday} hasta la mañana de {weekday_p1}
366,1,22,22,40,desde esta tarde de {weekday} hasta el {weekday_p1} mediodía
367,1,22,22,43,desde esta tarde de {weekday} hasta la tarde de {weekday_p1}
368,1,22,22,46,desde esta noche de {weekday} hasta la noche de {weekday_p1}
369,0,12,1,1,en mitad de la noche desde {weekday_m1} hasta {weekday}
370,0,12,1,4,durante la noche del {weekday_m1} al {weekday}
371,0,12,1,7,la noche del {weekday_m1} al {weekday}
372,0,12,1,10,la noche del {weekday_m1} al {weekday} y la mañana del {weekday}
373,0,12,1,13,durante la noche desde el {weekday_m1} hasta el {weekday} hasta el {weekday} mediodía
374,0,12,1,16,desde la noche del {weekday_m1} al {weekday} hasta la tarde del {weekday}
375,0,12,1,19,desde la noche del {weekday_m1} al {weekday} hasta la noche del {weekday}
376,0,12,1,22,desde la noche del {weekday_m1} al {weekday} hasta la mitad de la noche siguiente
377,0,12,1,25,desde la noche del {weekday_m1} al {weekday} hasta la noche siguiente
378,0,12,4,4,tarde en la noche desde {weekday_m1} hasta {weekday}
379,0,12,4,7,{weekday} al comienzo del día
380,0,12,4,10,tarde en la noche desde {weekday_m1} hasta {weekday} y {weekday} por la mañana
381,0,12,4,13,desde tarde en la noche {weekday_m1} hasta {weekday} hasta {weekday} primera hora de la tarde
382,0,12,4,16,desde la noche del {weekday_m1} hasta el {weekday} hasta la tarde del {weekday}
383,0,12,4,19,desde la noche del {weekday_m1} hasta el {weekday} hasta la noche del {weekday}
384,0,12,4,22,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta la mitad de la noche siguiente
385,0,12,4,25,desde el final de la noche del {weekday_m1} hasta el {weekday} hasta la noche siguiente
386,0,12,4,28,desde el final de la noche del {weekday_m1} al {weekday} hasta la noche siguiente
387,0,12,7,7,{weekday} temprano en la mañana
388,0,12,7,10,{weekday} mañana
389,0,12,7,13,{weekday} mañana y mediodía
390,0,12,7,16,{weekday}
391,0,12,7,19,{weekday} hasta la noche
392,0,12,7,22,{weekday} hasta media noche siguiente
393,0,12,7,25,{weekday} hasta la clase de la noche siguiente
394,0,12,7,28,{weekday} y la noche siguiente
395,0,12,7,31,{weekday} y hasta el final de la noche siguiente
396,0,12,10,10,{weekday} tarde en la mañana
397,0,12,10,13,{weekday} mediodía
398,0,12,10,16,{weekday} última hora de la mañana y tarde
399,0,12,10,19,{weekday} desde última hora de la mañana hasta la noche
400,0,12,10,22,{weekday} desde última hora de la mañana hasta media noche
401,0,12,10,25,{weekday} desde última hora de la mañana hasta la noche siguiente
402,0,12,10,28,desde {weekday} última hora de la mañana hasta la noche siguiente
403,0,12,10,31,desde {weekday} tarde por la mañana hasta {weekday_p1} temprano por la mañana
404,0,12,10,34,desde esta tarde de {weekday} por la mañana hasta {weekday_p1} por la mañana
405,0,12,13,13,{weekday} mediodía
406,0,12,13,16,{weekday} tarde
407,0,12,13,19,{weekday} tarde y noche
408,0,12,13,22,desde la tarde del {weekday} hasta media noche
409,0,12,13,25,desde la tarde del {weekday} hasta la noche siguiente
410,0,12,13,28,{weekday} tarde y noche siguiente
411,0,12,13,31,desde {weekday} por la tarde hasta {weekday_p1} temprano en la mañana
412,0,12,13,34,desde {weekday} tarde hasta {weekday_p1} mañana
413,0,12,13,37,desde {weekday} tarde hasta {weekday_p1} mediodía
414,0,12,16,16,{weekday} tarde
415,0,12,16,19,{weekday} tarde y noche
416,0,12,16,22,desde la tarde del {weekday} hasta media noche
417,0,12,16,25,desde la tarde del {weekday} hasta la noche siguiente
418,0,12,16,28,{weekday} por la tarde hasta bien entrada la noche siguiente
419,0,12,16,31,desde {weekday} por la tarde hasta {weekday_p1} temprano en la mañana
420,0,12,16,34,desde {weekday} tarde hasta {weekday_p1} mañana
421,0,12,16,37,desde {weekday} tarde hasta {weekday_p1} mediodía
422,0,12,16,40,desde {weekday} tarde hasta {weekday_p1} tarde
423,0,12,19,19,{weekday} noche
424,0,12,19,22,{weekday} tarde hasta media noche
425,0,12,19,25,{weekday} tarde y durante la noche
426,0,12,19,28,{weekday} tarde hasta tarde en la noche
427,0,12,19,31,desde {weekday} tarde hasta {weekday_p1} temprano en la mañana
428,0,12,19,34,desde la tarde del {weekday} hasta la mañana del {weekday_p1}
